image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
4028,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4029,0.962436588,0.002564103,0.926752241,0.607051282,0.998717949,2.035641026,3.806188585,0.10205862,0.149803568,0.25,0.017858625,-0.838929579,0.634940162,0.926752241,1
4030,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4031,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4032,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4033,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4034,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4035,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4036,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4037,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4038,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4039,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4040,0.962175311,0.001983085,0.94467692,0.608140128,0.999008457,2.036512103,3.814055254,0.101480509,0.148388513,0.25,0.01432206,-0.871857732,0.639621063,0.94467692,1
4041,0.990182441,0.000896229,0.899549868,0.573702868,0.999551885,2.008962294,3.919631318,0.033441279,0.049141797,0.25,0.007184951,-0.813342786,0.39071141,0.899549868,1
4042,0.944489339,0.003813281,0.926259156,0.628903682,0.99809336,2.053122945,3.757401834,0.140587646,0.206638381,0.25,0.025043173,-0.831516438,0.712083191,0.926259156,1
4043,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4044,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4045,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4046,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4047,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4048,0.992850647,0.000896229,0.856693332,0.570342008,0.999551885,2.006273606,3.933961985,0.025781152,0.03809057,0.25,0.007184951,-0.755435218,0.339448384,0.856693332,1
4049,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4050,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4051,0.953252944,0.002331002,0.947525343,0.619318182,0.998834499,2.045454545,3.792103516,0.120463236,0.176122715,0.25,0.016457554,-0.87455097,0.682095631,0.947525343,1
4052,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4053,0.974231226,0.001709402,0.928959322,0.592948718,0.999145299,2.024358974,3.848036928,0.074584182,0.109311631,0.25,0.012599584,-0.848358523,0.562062759,0.928959322,1
4054,0.987326844,0.001341044,0.881678576,0.576748596,0.999329478,2.011398877,3.900506661,0.041835502,0.061696916,0.25,0.010210223,-0.782814682,0.428392232,0.881678576,1
4055,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4056,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4057,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4058,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4059,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4060,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4061,0.99127116,0.000834376,0.894317994,0.572408219,0.999582812,2.007926575,3.925992958,0.030292378,0.04453704,0.25,0.006748777,-0.806933314,0.372432735,0.894317994,1
4062,0.992955574,0.000784973,0.874606277,0.570349734,0.999607513,2.006279787,3.935856373,0.025340311,0.037343314,0.25,0.006397115,-0.780874064,0.339582249,0.874606277,1
4063,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4064,0.989749348,0.0009995,0.891971035,0.57411919,0.99950025,2.009295352,3.916172469,0.034790942,0.051192219,0.25,0.007903803,-0.801278807,0.3962689,0.891971035,1
4065,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4066,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4067,0.972838293,0.002462895,0.900307358,0.593772279,0.998768553,2.025017824,3.833863924,0.07901755,0.116461123,0.25,0.017253033,-0.799379516,0.567088857,0.900307358,1
4068,0.990626668,0.001176075,0.856552389,0.572790659,0.999411962,2.008232527,3.918541585,0.03255027,0.048136188,0.25,0.009108684,-0.751181816,0.377999501,0.856552389,1
4069,0.984545679,0.001481481,0.893990852,0.580092593,0.999259259,2.014074074,3.886777421,0.049307209,0.072616748,0.25,0.01113181,-0.798473029,0.463407084,0.893990852,1
4070,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4071,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4072,0.986754917,0.001223242,0.898261062,0.577620625,0.999388379,2.0120965,3.899412952,0.043190835,0.063534445,0.25,0.009425858,-0.807324164,0.438075505,0.898261062,1
4073,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4074,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4075,0.981566239,0.002217602,0.863288837,0.58294352,0.998891199,2.016354816,3.866162123,0.057799846,0.085605153,0.25,0.015767638,-0.749421375,0.489411129,0.863288837,1
4076,0.977021764,0.001633129,0.923498853,0.589475795,0.999183435,2.021580636,3.857631482,0.067976514,0.099702509,0.25,0.012112005,-0.840507602,0.539478666,0.923498853,1
4077,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4078,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4079,0.991563165,0.000940671,0.874527888,0.571906706,0.999529665,2.007525365,3.926245871,0.029599066,0.043643096,0.25,0.007495684,-0.778288212,0.364899975,0.874527888,1
4080,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4081,0.990287435,0.001013171,0.883549162,0.573423252,0.999493414,2.008738602,3.918697161,0.033312194,0.049072509,0.25,0.007998139,-0.789469713,0.386895519,0.883549162,1
4082,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4083,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4084,0.989697752,0.000940671,0.899527442,0.574258382,0.999529665,2.009406706,3.916664357,0.034848501,0.051216431,0.25,0.007495684,-0.812683484,0.398095112,0.899527442,1
4085,0.964994774,0.002397363,0.926491951,0.6039544,0.998801319,2.03316352,3.814262003,0.096302104,0.141331931,0.25,0.016858703,-0.839561233,0.620995738,0.926491951,1
4086,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4087,0.968090202,0.001911589,0.936284323,0.600582437,0.999044205,2.03046595,3.82859263,0.088688287,0.12986174,0.25,0.013875965,-0.858504477,0.604639555,0.936284323,1
4088,0.955071356,0.002294197,0.946195765,0.616987179,0.998852901,2.043589744,3.795751078,0.116735869,0.170708456,0.25,0.016234253,-0.87248952,0.673987866,0.946195765,1
4089,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4090,0.972067595,0.002396013,0.906193697,0.594846176,0.998801993,2.025876941,3.832492979,0.080676507,0.11878761,0.25,0.016850561,-0.808519908,0.573470512,0.906193697,1
4091,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4092,0.977935876,0.002226994,0.88776412,0.587553686,0.998886503,2.020042949,3.852903972,0.066726081,0.09849238,0.25,0.015824995,-0.78307513,0.525892607,0.88776412,1
4093,0.974855521,0.002797203,0.874874066,0.590763403,0.998601399,2.022610723,3.835945146,0.074783177,0.110686521,0.25,0.019238421,-0.760893759,0.548128618,0.874874066,1
4094,0.958976882,0.002692308,0.929774543,0.611378205,0.998653846,2.039102564,3.797197114,0.109539581,0.160724519,0.25,0.018620025,-0.84298979,0.652919151,0.929774543,1
4095,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4096,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4097,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4098,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4099,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4100,0.971710609,0.002441315,0.905573177,0.595246479,0.998779343,2.026197183,3.830892106,0.081557024,0.120103229,0.25,0.017123373,-0.807285451,0.57580137,0.905573177,1
4101,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4102,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4103,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4104,0.982635532,0.001111111,0.931643244,0.582986111,0.999444444,2.016388889,3.884308835,0.053505611,0.07830339,0.25,0.00866871,-0.858057433,0.489777319,0.931643244,1
4105,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4106,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4107,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4108,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4109,0.993633255,0.000797872,0.856742804,0.569481383,0.999601064,2.005585106,3.939702536,0.023323421,0.034446456,0.25,0.006489226,-0.757152317,0.323942337,0.856742804,1
4110,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4111,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4112,0.952009334,0.00296195,0.934233671,0.620125123,0.998519025,2.046100099,3.780730422,0.124221488,0.182175675,0.25,0.02020176,-0.848732085,0.68482156,0.934233671,1
4113,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4114,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4115,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4116,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4117,0.968483752,0.001811884,0.939009515,0.600203171,0.999094058,2.030162537,3.831029768,0.087631621,0.128237589,0.25,0.013249367,-0.863655836,0.602715921,0.939009515,1
4118,0.986761015,0.001663696,0.856306137,0.577057338,0.999168152,2.01164587,3.894179887,0.043731373,0.064754731,0.25,0.012307824,-0.745206932,0.431869894,0.856306137,1
4119,0.964613021,0.003173628,0.901511761,0.603450041,0.998413186,2.032760033,3.803043598,0.098394405,0.145126749,0.25,0.021426088,-0.796644238,0.618630828,0.901511761,1
4120,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4121,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4122,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4123,0.973782856,0.001665002,0.932192734,0.593580031,0.999167499,2.024864025,3.847366197,0.075525325,0.110625013,0.25,0.012316177,-0.853813962,0.56592607,0.932192734,1
4124,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4125,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4126,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4127,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4128,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4129,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4130,0.962153364,0.001943635,0.945869983,0.608219587,0.999028183,2.036575669,3.814606918,0.101443376,0.148295489,0.25,0.014076235,-0.874128604,0.639958369,0.945869983,1
4131,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4132,0.966991118,0.002083333,0.932643363,0.601779514,0.998958333,2.031423611,3.823425917,0.091410861,0.133961329,0.25,0.014943216,-0.85143434,0.610596369,0.932643363,1
4133,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4134,0.940858405,0.003370408,0.939579527,0.634289687,0.998314796,2.057431749,3.75900302,0.146722893,0.215046797,0.25,0.022551515,-0.855589728,0.72691718,0.939579527,1
4135,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4136,0.985512984,0.00148448,0.885850808,0.578863023,0.99925776,2.013090418,3.890781646,0.046810518,0.069017782,0.25,0.01115134,-0.787023507,0.451171477,0.885850808,1
4137,0.99222796,0.000779727,0.888497653,0.57127193,0.999610136,2.007017544,3.931821937,0.027468145,0.040407884,0.25,0.006359592,-0.799763216,0.354954286,0.888497653,1
4138,0.969453654,0.001798561,0.937443571,0.598970823,0.999100719,2.029176659,3.833670957,0.085477228,0.125116134,0.25,0.013165231,-0.861204399,0.596339698,0.937443571,1
4139,0.963719866,0.002070393,0.939487002,0.606025315,0.998964803,2.034820252,3.816069475,0.09840299,0.144035899,0.25,0.014863314,-0.862645126,0.630426734,0.939487002,1
4140,0.958374019,0.002227792,0.943461587,0.61276455,0.998886104,2.04021164,3.802771881,0.1098766,0.160746217,0.25,0.015829863,-0.868257599,0.65834647,0.943461587,1
4141,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4142,0.969540168,0.002006689,0.929483889,0.598592531,0.998996656,2.028874025,3.830896632,0.085683611,0.12562201,0.25,0.01446876,-0.846935726,0.594342658,0.929483889,1
4143,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4144,0.951025281,0.004903563,0.888795987,0.618890977,0.997548218,2.045112782,3.753572671,0.129313775,0.191463906,0.25,0.030967656,-0.769218421,0.680635993,0.888795987,1
4145,0.990952903,0.001134993,0.856573097,0.572431191,0.999432503,2.007944953,3.920729822,0.03157504,0.046688147,0.25,0.008830884,-0.75175846,0.372771336,0.856573097,1
4146,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4147,0.965945156,0.002089864,0.934629127,0.603121735,0.998955068,2.032497388,3.82084141,0.093685231,0.137249082,0.25,0.014983512,-0.854587817,0.617076538,0.934629127,1
4148,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4149,0.946565809,0.002914262,0.942324294,0.627342338,0.998542869,2.051873871,3.773134469,0.134847035,0.197457411,0.25,0.019923879,-0.862489583,0.707531438,0.942324294,1
4150,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4151,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4152,0.933794903,0.004415011,0.928570762,0.642309815,0.997792494,2.063847852,3.736350072,0.161968274,0.238085837,0.25,0.028346729,-0.832628378,0.746803348,0.928570762,1
4153,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4154,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4155,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4156,0.988282155,0.001398846,0.864465469,0.575468468,0.999300577,2.010374774,3.904274968,0.039326347,0.058134772,0.25,0.010591233,-0.758882517,0.413348551,0.864465469,1
4157,0.964111196,0.002431611,0.92733457,0.605053191,0.998784195,2.034042553,3.811757524,0.098257719,0.144187535,0.25,0.017065008,-0.840676616,0.626054447,0.92733457,1
4158,0.971634728,0.001901902,0.928140598,0.596033534,0.999049049,2.026826827,3.837958103,0.08082425,0.118506646,0.25,0.013815319,-0.845582614,0.580311058,0.928140598,1
4159,0.981794828,0.001919693,0.882149089,0.583030049,0.999040154,2.016424039,3.870526405,0.056865984,0.083959966,0.25,0.013926661,-0.777731532,0.490154454,0.882149089,1
4160,0.962234862,0.001961833,0.945211132,0.608090334,0.999019083,2.036472267,3.814501543,0.101311015,0.148122733,0.25,0.014189734,-0.872897025,0.639409387,0.945211132,1
4161,0.948747574,0.002992634,0.938000598,0.624366943,0.998503683,2.049493554,3.775149811,0.130742672,0.191614438,0.25,0.020380145,-0.854806945,0.698515695,0.938000598,1
4162,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4163,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4164,0.976875488,0.002390145,0.884757183,0.588699669,0.998804927,2.020959735,3.847357495,0.069481455,0.102630695,0.25,0.016815162,-0.77759234,0.534093946,0.884757183,1
4165,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4166,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4167,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4168,0.96012099,0.0028909,0.921860108,0.609634238,0.99855455,2.037707391,3.796764119,0.107509969,0.157995,0.25,0.01978746,-0.829277141,0.645869209,0.921860108,1
4169,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4170,0.963040151,0.002861627,0.916097109,0.60588595,0.998569187,2.03470876,3.803462325,0.101289217,0.148991078,0.25,0.019616258,-0.820495138,0.629805722,0.916097109,1
4171,0.951688601,0.004162022,0.905765621,0.618984578,0.997918989,2.045187663,3.763959231,0.126910349,0.187254953,0.25,0.026968528,-0.797847555,0.680956789,0.905765621,1
4172,0.97897461,0.00175769,0.908789939,0.586825173,0.999121155,2.019460138,3.862390673,0.063544296,0.09343273,0.25,0.012906498,-0.817281921,0.520514767,0.908789939,1
4173,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4174,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4175,0.974751827,0.001854883,0.920720434,0.59209629,0.999072559,2.023677032,3.847554936,0.073647198,0.108105329,0.25,0.013520251,-0.834427912,0.556733823,0.920720434,1
4176,0.952286551,0.002748196,0.938892038,0.620040364,0.998625902,2.046032291,3.784279725,0.123252452,0.180563898,0.25,0.01895001,-0.857594447,0.684537128,0.938892038,1
4177,0.965525426,0.002334267,0.927384907,0.603349673,0.998832866,2.032679739,3.816382005,0.095045934,0.139456565,0.25,0.016477333,-0.841380626,0.618156916,0.927384907,1
4178,0.959331611,0.002738788,0.927807136,0.610856727,0.998630606,2.038685382,3.797253701,0.108887909,0.159830835,0.25,0.018894541,-0.839567656,0.650837658,0.927807136,1
4179,0.962665479,0.00225126,0.935840198,0.607158151,0.99887437,2.035726521,3.811129875,0.10099024,0.147949378,0.25,0.015973003,-0.855493454,0.63540449,0.935840198,1
4180,0.966162098,0.001883239,0.941071819,0.603107345,0.99905838,2.032485876,3.824377131,0.092809627,0.135779228,0.25,0.013698342,-0.866532148,0.61700814,0.941071819,1
4181,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4182,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4183,0.990884702,0.00087146,0.894299301,0.572848584,0.99956427,2.008278867,3.923512377,0.031439308,0.046228794,0.25,0.007010811,-0.806344953,0.378829906,0.894299301,1
4184,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4185,0.977183108,0.001896633,0.90935545,0.588934329,0.999051683,2.021147463,3.854591369,0.068037049,0.100053346,0.25,0.013782316,-0.816959668,0.535736053,0.90935545,1
4186,0.980527603,0.001920615,0.890597377,0.584640418,0.999039693,2.017712335,3.865792914,0.060008939,0.088495213,0.25,0.013932425,-0.78957915,0.503550679,0.890597377,1
4187,0.975358854,0.001953602,0.913905475,0.591193529,0.999023199,2.022954823,3.848065062,0.072407222,0.106415143,0.25,0.014138419,-0.823304837,0.550943072,0.913905475,1
4188,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4189,0.95727664,0.002570529,0.935991911,0.61374992,0.998714736,2.040999936,3.795649561,0.112813945,0.165326648,0.25,0.01789694,-0.853797401,0.662113124,0.935991911,1
4190,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4191,0.941021292,0.004380342,0.919799742,0.632745726,0.997809829,2.056196581,3.745074526,0.148260586,0.218275154,0.25,0.028158744,-0.818623003,0.722796103,0.919799742,1
4192,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4193,0.961496061,0.002961168,0.916707731,0.607758766,0.998519416,2.036207013,3.798725483,0.104735145,0.154062043,0.25,0.020197209,-0.820853934,0.637994117,0.916707731,1
4194,0.976317652,0.001880878,0.913741021,0.590060084,0.999059561,2.022048067,3.85202654,0.070049757,0.102941315,0.25,0.013683528,-0.823633611,0.543446491,0.913741021,1
4195,0.963081807,0.002208676,0.936375798,0.606673514,0.998895662,2.035338811,3.81264945,0.100027638,0.146518053,0.25,0.015713086,-0.856640274,0.633290105,0.936375798,1
4196,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4197,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4198,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4199,0.93003838,0.004337349,0.933925264,0.647439759,0.997831325,2.067951807,3.733901321,0.168753949,0.247797835,0.25,0.027925244,-0.841821069,0.758330338,0.933925264,1
4200,0.981267637,0.001716604,0.899134267,0.583957553,0.999141698,2.017166042,3.871064656,0.057894788,0.085241128,0.25,0.012645448,-0.803562944,0.497969019,0.899134267,1
4201,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4202,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4203,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4204,0.938140943,0.004626952,0.919184837,0.636242047,0.997686524,2.058993638,3.738222573,0.154172781,0.227051258,0.25,0.029490063,-0.816591525,0.731986363,0.919184837,1
4205,0.964828003,0.002109002,0.936221192,0.604541292,0.998945499,2.033633034,3.817983264,0.096119839,0.140780617,0.25,0.015101478,-0.857041596,0.623713431,0.936221192,1
4206,0.971821956,0.00258216,0.899144444,0.594923709,0.99870892,2.025938967,3.829407985,0.081514877,0.120183269,0.25,0.017966246,-0.796860739,0.57392396,0.899144444,1
4207,0.965897512,0.002456571,0.922387998,0.602711733,0.998771714,2.032169386,3.815568179,0.094459179,0.138732361,0.25,0.017215061,-0.832739677,0.615118723,0.922387998,1
4208,0.977868134,0.001937984,0.904048952,0.588007296,0.999031008,2.020405837,3.856307377,0.066473882,0.097839524,0.25,0.014040963,-0.808801627,0.529175725,0.904048952,1
4209,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4210,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4211,0.962566628,0.002393981,0.931688615,0.607102143,0.99880301,2.035681715,3.808866707,0.101471167,0.14878593,0.25,0.016838303,-0.847867601,0.63516128,0.931688615,1
4212,0.956822356,0.004154448,0.893586085,0.612292278,0.997922776,2.039833822,3.773677385,0.116360162,0.172026676,0.25,0.026927035,-0.779725626,0.656514667,0.893586085,1
4213,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4214,0.966652071,0.002391464,0.922761768,0.601821192,0.998804268,2.031456954,3.818281026,0.092707841,0.136140606,0.25,0.016823121,-0.833744457,0.610800697,0.922761768,1
4215,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4216,0.993330254,0.000835946,0.856723658,0.569814525,0.999582027,2.00585162,3.937458123,0.024280256,0.03586495,0.25,0.006759899,-0.756470771,0.330089657,0.856723658,1
4217,0.945709133,0.002862254,0.94435397,0.628540549,0.998568873,2.052832439,3.772726056,0.136399633,0.199645328,0.25,0.019619931,-0.866217967,0.711035158,0.94435397,1
4218,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4219,0.960311865,0.002395833,0.93576517,0.610026042,0.998802083,2.038020833,3.80411098,0.106205436,0.155617889,0.25,0.016849477,-0.854467834,0.647475359,0.93576517,1
4220,0.940061341,0.0046994,0.914960437,0.633598687,0.9976503,2.05687895,3.739610691,0.150629384,0.222011666,0.25,0.029878633,-0.809617609,0.725085321,0.914960437,1
4221,0.99282316,0.000899685,0.856691594,0.570372245,0.999550157,2.006297796,3.93376363,0.025866685,0.038217423,0.25,0.007209191,-0.755377365,0.339971774,0.856691594,1
4222,0.972832991,0.002535787,0.897076746,0.593686094,0.998732106,2.024948875,3.832927337,0.079135981,0.116704874,0.25,0.017689607,-0.794164697,0.566568356,0.897076746,1
4223,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4224,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4225,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4226,0.984019121,0.001748557,0.877168189,0.580422714,0.999125721,2.014338171,3.881361138,0.051014729,0.075347254,0.25,0.012848556,-0.772409596,0.466579726,0.877168189,1
4227,0.981932644,0.001706849,0.895691201,0.583124422,0.999146576,2.016499538,3.873669916,0.056231718,0.08283207,0.25,0.01258332,-0.798714753,0.490962336,0.895691201,1
4228,0.948426577,0.004059736,0.91458612,0.623396042,0.997970132,2.048716833,3.759886709,0.133283173,0.196346709,0.25,0.026406979,-0.811875015,0.695471781,0.91458612,1
4229,0.935043057,0.004369837,0.927897848,0.640704103,0.997815081,2.062563283,3.738262005,0.159560539,0.234567036,0.25,0.028101731,-0.831715624,0.743013506,0.927897848,1
4230,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4231,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4232,0.954451476,0.003197442,0.924519748,0.616623368,0.998401279,2.043298694,3.781625801,0.11973413,0.175937278,0.25,0.021562922,-0.831785863,0.672690018,0.924519748,1
4233,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4234,0.96968568,0.002758621,0.899916927,0.597442529,0.99862069,2.027954023,3.821224199,0.086599805,0.127695729,0.25,0.019011431,-0.796827955,0.588152215,0.899916927,1
4235,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4236,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4237,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4238,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4239,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4240,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4241,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4242,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4243,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4244,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4245,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4246,0.942069452,0.005094244,0.903631742,0.630423247,0.997452878,2.054338597,3.737161648,0.147369437,0.217703399,0.25,0.031977038,-0.790476508,0.716400943,0.903631742,1
4247,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4248,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4249,0.971788361,0.0017808,0.932632253,0.595991177,0.9991096,2.026792942,3.840101527,0.080253883,0.117562679,0.25,0.013052909,-0.853604766,0.580070784,0.932632253,1
4250,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4251,0.994533845,0.000684764,0.856799653,0.568491685,0.999657618,2.004793348,3.9465515,0.020436388,0.03016824,0.25,0.005674019,-0.759324153,0.304439578,0.856799653,1
4252,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4253,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4254,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4255,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4256,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
4257,0.966801683,0.002714932,0.910958845,0.601212921,0.998642534,2.030970337,3.814301395,0.092921108,0.136771753,0.25,0.018753746,-0.813552056,0.607798336,0.910958845,1
